mol_smiles	conductivity
COC(=O)C(N[Cu])C(OC(=O)[Au])C(F)(F)F	0
O=C([Au])OCCCCCCCCCO[Cu]	0
CNC(=O)CNCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCC(N[Cu])C(F)(F)F	0
CCN(CC(C)(C)OC(=O)[Au])C(=O)CCO[Cu]	0
CC(C)(CCN[Cu])CCNC(=O)[Au]	0
CCN(CC(=O)OC)CC(COC(=O)[Au])O[Cu]	0
CC(C)OCCN(CCN[Cu])CCOC(=O)[Au]	1
C#CCN(CC#C)CC(COC(=O)[Au])O[Cu]	1
CC(CN(CC#N)C(C)COC(=O)[Au])O[Cu]	0
CN(CCO[Cu])CCN(C)CCOC(=O)[Au]	1
O=C([Au])NCCNCCCN[Cu]	1
CCCNC(=O)C(NC(=O)[Au])C(C)(C)O[Cu]	0
COCC(CNC(C)CCO[Cu])OC(=O)[Au]	1
C=CCCC(COC(=O)[Au])NC(C)CCO[Cu]	0
O=C([Au])OCCNCCO[Cu]	1
CCC=CCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CONC(=O)CCNC(=O)[Au])N[Cu]	0
CC(C)(OC(=O)[Au])C(O[Cu])C(=O)NCC#N	0
CCC(=O)CNCC(CO[Cu])OC(=O)[Au]	1
CC(C)(CNCCCCCO[Cu])OC(=O)[Au]	0
CC(=O)CC(O[Cu])C(C)NC(=O)[Au]	0
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
O=C([Au])NCCSCCCSCCN[Cu]	1
C=C(Cl)CNC(CN[Cu])CNC(=O)[Au]	0
CC(CN(C)C(=O)C(O[Cu])C(C)C)OC(=O)[Au]	0
O=C(COCCOC(=O)[Au])NCCN[Cu]	1
C#CCOCCN(C)CC(COC(=O)[Au])O[Cu]	1
CC(COC(=O)CCCC(C)OC(=O)[Au])O[Cu]	0
C=C(C)C(CO[Cu])NC(CC)COC(=O)[Au]	0
C=CC(COC(=O)[Au])NCC(COC)O[Cu]	1
C=C(CO[Cu])C(=O)NC(CC)C(C)OC(=O)[Au]	0
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
COCC(CCOC(=O)[Au])O[Cu]	0
CC(CNC(=O)C(C)(C)OC(=O)[Au])CO[Cu]	0
CCCC(OC(=O)[Au])C(=O)NC(C)CCO[Cu]	0
CCC(CNCC=CCO[Cu])OC(=O)[Au]	1
NOCCNCC(COC(=O)[Au])O[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
C=C(C)CN(C)CC(OC(=O)[Au])C(C)O[Cu]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
CC#CC(=O)NC(COC(=O)[Au])C(CCC)O[Cu]	0
C=CCCC(CO[Cu])NC(C)C(C)OC(=O)[Au]	0
CC(C)(CNCCCCCCNC(=O)[Au])N[Cu]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
COCCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(CCCNC(=O)[Au])NC(=O)C(C)(C)N[Cu]	0
CC(C)C(CNCC(C)(C)O[Cu])OC(=O)[Au]	0
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CC(C)(CN[Cu])C(=O)NCCNC(=O)[Au]	0
CCC(=O)N(C)CC(CO[Cu])OC(=O)[Au]	0
CSCC(C)(CO[Cu])COC(=O)[Au]	0
O=C([Au])OCCN(CCF)CCCO[Cu]	1
CC(CN(C)CC(C)(C)CN[Cu])OC(=O)[Au]	0
CCCN(CC(=O)O)CC(COC(=O)[Au])O[Cu]	0
N#CCC(COC(=O)[Au])O[Cu]	0
COCCCC(=O)NCC(CN[Cu])OC(=O)[Au]	1
CC(CN(C)C(C)CNC(=O)[Au])N[Cu]	0
C#CCC(CO[Cu])NC(=O)CCCCOC(=O)[Au]	0
CN(CCO[Cu])CCOC(=O)[Au]	1
O=C(CNC(=O)COC(=O)[Au])NCCO[Cu]	0
CCC(CC)(OC(=O)[Au])C(N[Cu])C(C)(C)C	0
CCC(CC#N)NC(CO[Cu])COC(=O)[Au]	0
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
C=CC(CNC(=O)[Au])O[Cu]	0
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
C#CCN(CC#N)CC(OC(=O)[Au])C(C)O[Cu]	0
COCC(CNCCCO[Cu])OC(=O)[Au]	1
COCCNC(=O)NC(CO[Cu])COC(=O)[Au]	1
CCN(CCCC(C)OC(=O)[Au])C(C)CO[Cu]	0
CC(N[Cu])C(=O)NCCCCNC(=O)[Au]	0
CCC(C#N)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CCCSC(C)C(C)OC(=O)[Au])O[Cu]	0
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CC(C)(C)C(CC(=O)NCCOC(=O)[Au])N[Cu]	0
CCN(CCC(C)(C)OC(=O)[Au])C(C)CO[Cu]	0
C#CCOCCN(CCO[Cu])CCOC(=O)[Au]	1
CN(CCCO[Cu])CCOCCOC(=O)[Au]	1
CC(CN[Cu])(CSCC(N)=O)OC(=O)[Au]	0
CN(CCCN(C)CCOC(=O)[Au])CCO[Cu]	1
N#CCCCNC(CO[Cu])COC(=O)[Au]	0
CC(CCONC(=N)CCO[Cu])OC(=O)[Au]	0
CC(CSCCOCCO[Cu])OC(=O)[Au]	1
CCC=CNC(=O)CC(CN[Cu])OC(=O)[Au]	0
CC(CCO[Cu])CNC(=O)CCOC(=O)[Au]	0
O=C([Au])OCCOCCN[Cu]	1
CC(C)(COC(=O)[Au])NCCO[Cu]	0
CN(CCO[Cu])CC(OC(=O)[Au])C(F)(F)F	0
O=C([Au])OCCCCCOCCCCCO[Cu]	1
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
C=CCN(CCNC(=O)[Au])CCO[Cu]	1
CC(CNC(=O)COCCN[Cu])NC(=O)[Au]	1
CCCC(=O)C(=O)NCC(CO[Cu])OC(=O)[Au]	0
COCCCCN(CCNC(=O)[Au])CCO[Cu]	1
C=CC(C)(C)NC(=O)C(CO[Cu])NC(=O)[Au]	0
O=C([Au])OCCSCCSCCO[Cu]	1
CC(CNC(=O)[Au])NCC(C)(C)N[Cu]	0
CC(C#CCOCCO[Cu])OC(=O)[Au]	0
CCN(CC)C(C)(CNC(=O)[Au])O[Cu]	0
O=C([Au])NCCCOCCCN[Cu]	0
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
CC(C)(CC(C)(C)NC(=O)[Au])N[Cu]	0
CC(CCN(C)C(C)CCO[Cu])OC(=O)[Au]	0
CC(C)(CCOC(=O)[Au])CNC(=O)CO[Cu]	0
CC(CCO[Cu])SCCOCCOC(=O)[Au]	1
CC(NC(=O)[Au])C(=O)NC(C)(C)CCN[Cu]	0
CCCC(OC(=O)[Au])C(N[Cu])C(=O)O	0
CCC(CC)(CCO[Cu])NCCCOC(=O)[Au]	0
CCC(CN(C)CC(C)(C)CNC(=O)[Au])O[Cu]	0
CCC(C)(N[Cu])C(=O)NCC(C)OC(=O)[Au]	0
CN(CCO[Cu])CCOCCNC(=O)[Au]	1
CC(C)C(CNC(=O)[Au])CN(C)CCCN[Cu]	0
N#CCCCCNCC(COC(=O)[Au])O[Cu]	1
CCC(=O)C(=O)N(C)CC(CO[Cu])OC(=O)[Au]	0
CC(C)(CC(=O)O)NCC(CO[Cu])OC(=O)[Au]	0
O=C([Au])OCCOCCCOCCO[Cu]	1
O=C([Au])OCCCSCCO[Cu]	1
N#CN=C(NCCO[Cu])NCCOC(=O)[Au]	0
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CCOCCNCC(COC(=O)[Au])O[Cu]	1
C=C(COC(=O)[Au])C(=O)NC(COC)CO[Cu]	0
CCC(N[Cu])C(CC)NC(=O)[Au]	0
CCOCCC(CN(C)CCOC(=O)[Au])O[Cu]	1
O=C([Au])OCCN(CCO[Cu])CS(=O)(=O)O	0
COC(=O)C(CCO[Cu])OCCCNC(=O)[Au]	0
N#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
C#CCN(CC#C)CC(COC(=O)[Au])O[Cu]	1
CC(O[Cu])C(CNC(=O)CC(N)=O)OC(=O)[Au]	0
CC(CCNC(=O)CC(C)(C)N[Cu])NC(=O)[Au]	0
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(N[Cu])C(OC(=O)[Au])C(F)(F)F	0
CCC(CC)CN(C)CC(CN[Cu])OC(=O)[Au]	0
CS(=O)CCN(CCO[Cu])CCOC(=O)[Au]	1
C=CCOCC(CNCCCOC(=O)[Au])O[Cu]	1
CC(C)CCC(CN(C)CCN[Cu])OC(=O)[Au]	0
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
CN(CCOCCOC(=O)[Au])C(C)(C)CO[Cu]	0
CC(C)OCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
C=CCN(C)CC(COC(=O)[Au])O[Cu]	1
CCCCN(CCOC(=O)[Au])C(=O)C(C)O[Cu]	0
O=C([Au])NCCCCCOCCCCCN[Cu]	1
CC(C)(C)NC(=O)C(COC(=O)[Au])N[Cu]	0
CN(CCCCOC(=O)[Au])CCO[Cu]	1
CCOCCCN(CCNC(=O)[Au])CCO[Cu]	1
CCONC(=O)NC(CO[Cu])COC(=O)[Au]	0
COCCOCC(CNCCOC(=O)[Au])O[Cu]	1
CC(CNCCCOC(=O)[Au])O[Cu]	1
O=C([Au])NCCNCCCNCCN[Cu]	1
CC(CCO[Cu])NCC=CCOC(=O)[Au]	1
C=CCN(CCCO[Cu])CCOC(=O)[Au]	1
CN(CCCNC(=O)[Au])CC(C)(C)CN[Cu]	0
O=C([Au])NCC(F)CCC(N[Cu])C(=O)O	0
CC#CCN(C)CC(OC(=O)[Au])C(C)(C)O[Cu]	0
CON(C)CC(O[Cu])C(C)OC(=O)[Au]	0
CC(C)C(CCN(C)CCCN[Cu])NC(=O)[Au]	0
C=CCNC(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
CC(CCOC(=O)[Au])SCCO[Cu]	1
C=CC(C)(CNC(C)(C)CCO[Cu])OC(=O)[Au]	0
O=C([Au])OCCNNCCO[Cu]	1
CCC(=O)CNC(=O)C(N[Cu])C(C)OC(=O)[Au]	0
O=C([Au])NCCNCCN[Cu]	1
O=C(CN[Cu])NCCCOCCOC(=O)[Au]	1
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
CC(CC(=O)NCC=CCOC(=O)[Au])N[Cu]	0
NOCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])OCCCO[Cu]	1
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
O=C([Au])NCC(CN[Cu])NCCCCCF	1
O=CC(=O)C=CC(COC(=O)[Au])O[Cu]	0
CCN(CC(C)(C)OC(=O)[Au])C(C)C(C)O[Cu]	0
CC(CNC(=O)[Au])NC(=O)NCC=CCO[Cu]	0
CC(C)(OC(=O)[Au])C(O[Cu])C(=O)O	0
N#CCCCCNC(=O)C(CCNC(=O)[Au])N[Cu]	0
C=CCCCN(CCN[Cu])CCOC(=O)[Au]	1
O=C([Au])OC(CNCCP(=O)(O)O)CO[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
CC(CN(C)CCOCCNC(=O)[Au])N[Cu]	1
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
CC(C)(S)CNC(=O)C(CN[Cu])NC(=O)[Au]	0
CCC(=O)CNCC(CO[Cu])OC(=O)[Au]	1
CC(CCCN(C)CC(C)OC(=O)[Au])O[Cu]	0
CC(=O)CN(CC(C)OC(=O)[Au])C(C)CO[Cu]	0
CCCC(CO[Cu])COC(=O)[Au]	0
CC=C(NC=N)N(CCN[Cu])CCOC(=O)[Au]	0
CC(COC(C)COC(C)COC(=O)[Au])O[Cu]	1
CC(CC(=O)NCC(CF)O[Cu])OC(=O)[Au]	0
O=C([Au])OC(C(O[Cu])C(=O)O)C(F)(F)F	0
COC(=O)CC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CCSCCOCCOC(=O)[Au])O[Cu]	1
CC(CCN(C)CCOCCOC(=O)[Au])O[Cu]	1
C=CCCCNCC(COC(=O)[Au])O[Cu]	0
CC(NCCOCCCO[Cu])C(C)OC(=O)[Au]	1
CC(C)(NC(=O)COC(=O)[Au])C(C)(C)O[Cu]	0
C=CC(CO[Cu])NC(=O)COCCOC(=O)[Au]	1
C=CC(C)(O[Cu])C(=O)NCC(CC)NC(=O)[Au]	0
CC(CCO[Cu])NCCCCCOC(=O)[Au]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CCC(CNC(C)CC(C)N[Cu])OC(=O)[Au]	0
O=C([Au])NCCCC(=O)NCCCCO[Cu]	0
CC(CNCC(=O)NCCO[Cu])OC(=O)[Au]	0
CC#CCCN(C)CC(C)(CO[Cu])COC(=O)[Au]	0
C=CCCCN(C)CC(COC(=O)[Au])O[Cu]	0
CCC(C)(O[Cu])C(=O)NC(C#N)COC(=O)[Au]	0
CCC(COC)N(CCO[Cu])CCOC(=O)[Au]	0
CC(CNC(=O)C(OC(=O)[Au])C(C)C)O[Cu]	0
CC(CN(CCC#N)CCO[Cu])OC(=O)[Au]	1
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CC(CCCCNC(=O)[Au])NC(=O)CCN[Cu]	0
O=C([Au])OCCNCCNCCO[Cu]	1
O=C([Au])OCCCCCCCO[Cu]	1
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
COC(=O)C(C)(CO[Cu])OC(=O)[Au]	0
O=C([Au])OCCOCCOCCO[Cu]	1
CN(CC(COC(=O)[Au])O[Cu])C(=O)CCCF	0
CC(OC(=O)[Au])C(=O)OCC(C)(C)CO[Cu]	0
O=C([Au])OCCCSCCO[Cu]	1
O=C([Au])NCCNCCCNCCN[Cu]	1
CCNC(=O)CNCC(COC(=O)[Au])O[Cu]	0
C=C(COC(=O)[Au])C(=O)NCCOCCO[Cu]	1
CN(C)CC(COC(=O)[Au])O[Cu]	0
C=CCC(CNCC(CC)O[Cu])COC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
COCC(CNC(=O)COC(=O)[Au])O[Cu]	1
CN(CCCOC(=O)[Au])CCO[Cu]	1
CCCC(CCNC(=O)COC(=O)[Au])O[Cu]	0
CC(CCCO[Cu])NC(=O)C(C)NC(=O)[Au]	0
O=C([Au])OCCSCCOCCO[Cu]	1
C=C(C)CNCC(COC(=O)[Au])O[Cu]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
CCCC(C)(NC(=O)[Au])C(=O)NCCN[Cu]	0
O=C([Au])OCCCOCCCOCCCO[Cu]	1
CC(CCCSCCOC(=O)[Au])O[Cu]	1
CC(O[Cu])C(C)N(C)CCCOC(=O)[Au]	0
CC(C)C(CN(C)C(C)CCOC(=O)[Au])O[Cu]	0
CC(CCNC(=O)[Au])NC(=O)CCCN[Cu]	0
CCCC(C)(CNCC(C)O[Cu])OC(=O)[Au]	0
CCSCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(CNCC(C)(OC(=O)[Au])C(F)F)O[Cu]	0
CCC(CC)NC(CO[Cu])COC(=O)[Au]	0
CN(CC(F)F)CC(CO[Cu])OC(=O)[Au]	0
C=CCCC(CN(C)CCNC(=O)[Au])O[Cu]	0
CCCCCCCCC(CO[Cu])COC(=O)[Au]	0
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
C=CCC(C)C(=O)NCC(CO[Cu])OC(=O)[Au]	0
CC(Cl)(CO[Cu])COC(=O)[Au]	0
CC(COC(=O)[Au])CSCCCCO[Cu]	1
CC(N[Cu])C(C)C(=O)N(C)CCNC(=O)[Au]	0
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
CCN(CCCOC(=O)[Au])C(=O)C(C)O[Cu]	0
CN(CCCCCCCN[Cu])CCNC(=O)[Au]	1
CC(C)C(NCC(COC(=O)[Au])O[Cu])C(N)=O	0
NC(=O)CCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	1
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
CC(CCO[Cu])N(C)CCCCCOC(=O)[Au]	1
C=CC(COC(=O)[Au])NC(=O)CC(C)(C=C)O[Cu]	0
CC(C)CCN(C)CC(CNC(=O)[Au])O[Cu]	0
N#CCCN(CCO[Cu])CCOC(=O)[Au]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
C#CCN(CC)CC(O[Cu])C(C)OC(=O)[Au]	0
CS(=O)CCN(CCO[Cu])CCOC(=O)[Au]	1
CCC(N[Cu])C(=O)NC(COC(=O)[Au])C(=O)O	0
NC(CCOC(=O)[Au])=NOCCOCCO[Cu]	1
CCN(CC(N)=O)C(=O)C(CO[Cu])NC(=O)[Au]	0
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(COC(=O)[Au])CSCCCCO[Cu]	1
CC(C)(CNCCCCCCNC(=O)[Au])N[Cu]	1
C#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
O=C([Au])NCCCCNCCCCN[Cu]	1
O=C([Au])OCCOCCCN[Cu]	1
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CCC(CNC(=O)NCCNC(=O)[Au])O[Cu]	0
CC(C)(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
O=C([Au])OCCCOCCCO[Cu]	1
C=CC(COC(=O)[Au])NCC(COC)O[Cu]	1
CCC(C)C(CO[Cu])NCC(C)OC(=O)[Au]	0
CC(O[Cu])C(=O)NCC(C)(C)COC(=O)[Au]	0
CC(CN(C)C(=O)C(C)NC(=O)[Au])N[Cu]	0
CCCC(C)(N[Cu])C(=O)NCCCOC(=O)[Au]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(CO[Cu])SCCOCCOC(=O)[Au]	1
CC(CCCCOC(=O)[Au])NCCCCO[Cu]	1
O=C([Au])NCCNCCCNCCN[Cu]	1
CC#CC(=O)N(C)CC(C)(CO[Cu])COC(=O)[Au]	0
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
COC(CN[Cu])C(=O)NCCNC(=O)[Au]	0
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
O=C([Au])NCCNCCNCCNCCN[Cu]	1
CCN(CCO[Cu])CC(COC)OC(=O)[Au]	1
CC(COC(C)COC(C)COC(=O)[Au])O[Cu]	1
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(=O)NCC(CNCCCO[Cu])OC(=O)[Au]	0
CC(OC(=O)[Au])C(=O)N(C)CCCCCO[Cu]	0
CC(CCSC(C)CO[Cu])OC(=O)[Au]	0
CCOCCC(CNC(C)CO[Cu])OC(=O)[Au]	1
CC(C)(CCNC(=O)CN[Cu])NC(=O)[Au]	0
C[Si](C)(C)CNCC(COC(=O)[Au])O[Cu]	0
CC(CCO[Cu])NCCC(OC(=O)[Au])C(F)F	0
CCOCC(CNCC=CCO[Cu])OC(=O)[Au]	1
C=CC(C)(OC(=O)[Au])C(=O)NCCN[Cu]	0
CC(NC(=O)CCCN[Cu])C(C)(C)OC(=O)[Au]	0
CC(C)C(OC(=O)[Au])C(=O)NC(C)(C)CO[Cu]	0
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
CC(CCCSCCOC(=O)[Au])O[Cu]	1
CN(CCO[Cu])CCOCCNC(=O)[Au]	1
CCN(CCOCCO[Cu])C(=O)COC(=O)[Au]	1
CSC(C)C(=O)NCC(CN[Cu])OC(=O)[Au]	0
CC(C)(CC(=O)NOCCOC(=O)[Au])O[Cu]	0
CCOCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(C)(CNCCCCCCNC(=O)[Au])N[Cu]	1
C#CC(CC)NCC(CC(C)(C)O[Cu])OC(=O)[Au]	0
COCC(C)(CO[Cu])NCCCOC(=O)[Au]	0
C=CCC(CO[Cu])NC(=O)C(C)(C)NC(=O)[Au]	0
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
CN(CCCO[Cu])CCCOC(=O)[Au]	1
CON(C)C(=O)CC(CNC(=O)[Au])O[Cu]	1
O=C([Au])NCCCCCOCCCCCN[Cu]	1
O=C([Au])OC(CNCCP(=O)(O)O)CO[Cu]	1
O=C([Au])OCCCCCOCCCCCO[Cu]	1
C=C(CO[Cu])C(=O)NCCCOC(=O)[Au]	1
COC(=O)CN(CCNC(=O)[Au])CCO[Cu]	1
COCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
CN(CCCOC(=O)[Au])CC(C)(C)CO[Cu]	0
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
CCC(CC#N)NCC(CO[Cu])OC(=O)[Au]	0
CCNC(C)CNC(=O)C(CO[Cu])NC(=O)[Au]	0
CC(CNC(=O)[Au])CNC(=O)C(C)(C)N[Cu]	0
C=CC(CO[Cu])NCC(COCC)OC(=O)[Au]	1
O=C(CCCCCOC(=O)[Au])NCCO[Cu]	1
CN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CCC(CC)(COC(=O)[Au])N[Cu]	0
C=CCCN(CCO[Cu])CC(C)OC(=O)[Au]	0
CN(CCCN(C)CCOC(=O)[Au])CCO[Cu]	1
CCCC(CN[Cu])NC(=O)[Au]	0
O=C([Au])OCCOCCN[Cu]	1
CC(CN(C)CCCO[Cu])NC(=O)[Au]	0
CC(CO[Cu])(COC(=O)[Au])C(=O)OCC(=O)O	0
CCN(CC)C(=O)C(O[Cu])C(C)(C)OC(=O)[Au]	0
CC(N[Cu])C(=O)N(C)CCNC(=O)[Au]	0
C#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CCC(CC)C(NC(=O)[Au])C(C)(C)O[Cu]	0
CSC(CO[Cu])C(C)NC(=O)COC(=O)[Au]	0
NC(=O)NC(CO[Cu])C(=O)NCCOC(=O)[Au]	0
CCN(CCO[Cu])C(=O)CNC(=O)[Au]	0
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
NOCCNC(=O)CC(CNC(=O)[Au])O[Cu]	1
CC(CCO[Cu])N(C)CCCCCOC(=O)[Au]	1
C=CCNCC(CO[Cu])OC(=O)[Au]	0
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
C#CC(CO[Cu])NC(=O)[Au]	0
CC(C)(C#N)NCC(CO[Cu])OC(=O)[Au]	0
O=C([Au])NCCSCCSCCN[Cu]	1
CCN(CC)CCNCC(CO[Cu])OC(=O)[Au]	1
N#CCCCC(=O)NC(CO[Cu])COC(=O)[Au]	0
O=C(COCCO[Cu])NCC(CF)OC(=O)[Au]	1
CC(CCOC(=O)[Au])NC(C)CC(C)(C)O[Cu]	0
CCC(C)=CC(=O)NCC(COC(=O)[Au])O[Cu]	0
CC(CO[Cu])(COC(=O)[Au])C(=O)OCCCF	0
CC(CCNC(=O)[Au])NC(=O)C(C)N[Cu]	0
C#CCN(CC(=O)O)CC(COC(=O)[Au])O[Cu]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
O=C([Au])NCCOCC(=O)NCCN[Cu]	1
COC(CNC(=O)[Au])CO[Cu]	0
O=C([Au])OCCOCCN[Cu]	1
CN(CCCOC(=O)[Au])CCO[Cu]	1
COCC(CO[Cu])OC(=O)[Au]	1
COCC(NC(=O)[Au])C(=O)NC(C)(C)CN[Cu]	0
COC(=O)C(N[Cu])C(OC(=O)[Au])C(=O)OC	0
CCOC(=O)C(CNCC(C)O[Cu])NC(=O)[Au]	0
NC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
CC(CC(=O)N(C)CC(C)NC(=O)[Au])N[Cu]	0
O=C([Au])OCCN(CCO[Cu])CC(F)F	1
CCC(COC(=O)[Au])C(=O)NC(C)CCO[Cu]	0
CN(CC(C)(C)OC(=O)[Au])C(=O)CCO[Cu]	0
CC(CN[Cu])N(C)CCOCCNC(=O)[Au]	1
COC(=O)C(CO[Cu])OC(=O)[Au]	0
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
CC(CC(C)(C)NC(=O)C(C)O[Cu])OC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
CC(NCC=CCO[Cu])C(C)(C)COC(=O)[Au]	0
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CC(CNCCCOC(=O)[Au])O[Cu]	1
CSCCCNC(=O)C(CO[Cu])NC(=O)[Au]	0
CNC(C(=O)NCCN[Cu])C(C)OC(=O)[Au]	0
CN(C)CCCN(C)CC(COC(=O)[Au])O[Cu]	1
CN(CCCCCCO[Cu])CCNC(=O)[Au]	1
CCC(=O)CNCC(CO[Cu])OC(=O)[Au]	1
C#CCN(CC#C)CC(COC(=O)[Au])O[Cu]	1
CCOC(C)OC(CCO[Cu])COC(=O)[Au]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
CC=CC(O[Cu])C(C=CC)OC(=O)[Au]	0
CC(C)(C)C(CCOC(=O)[Au])NCCO[Cu]	0
CC(C)(CCNC(=O)COC(=O)[Au])CO[Cu]	0
COC(=O)C(NC(=O)CNC(=O)[Au])C(C)O[Cu]	0
CNCCC(C)N(CCN[Cu])CCNC(=O)[Au]	0
O=C([Au])OCCSCCO[Cu]	1
O=C(NCCCO[Cu])NCCCOC(=O)[Au]	0
C#CC(C)NC(=O)C(CN[Cu])NC(=O)[Au]	0
COCCN(CCOC(=O)[Au])CC(C)O[Cu]	1
CCC(C)(C)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CCN(CCOC(=O)[Au])C(=O)C(C)(C)O[Cu]	0
CCC(CC)(CN[Cu])C(=O)NCCNC(=O)[Au]	0
CCC(CC)(CNC(=O)C(C)NC(=O)[Au])O[Cu]	0
C=CCCCC(NC(=O)[Au])C(=O)NC(C)CN[Cu]	0
CC(CO[Cu])NCCOC(=O)[Au]	1
O=C([Au])OCCCN(CCCF)CCO[Cu]	1
CC(CCOC(=O)[Au])N(C)CCOCCO[Cu]	1
CC(CC(C)NC(=O)C(C)(C)NC(=O)[Au])N[Cu]	0
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
O=C([Au])OCCOCCOCCO[Cu]	1
CC(NC(CCF)COC(=O)[Au])C(C)O[Cu]	0
COCC(CN(C)CCC(C)OC(=O)[Au])O[Cu]	0
C=CCCCCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CNCC(CC(F)F)NC(=O)[Au])O[Cu]	0
CN(C)C(C)(CO[Cu])COC(=O)[Au]	0
CCC(COC(=O)[Au])N(C)CCOCCO[Cu]	1
O=C([Au])OCCCOCCCOCCCO[Cu]	1
O=C([Au])NCCSCCCO[Cu]	0
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
CCC=CCCN(CCN[Cu])CCNC(=O)[Au]	1
CCCC(CNCC(CF)OC(=O)[Au])O[Cu]	0
CC(CCNCC(OC(=O)[Au])C(C)(C)C)O[Cu]	0
C=CC(COC(=O)[Au])NCC(C)(C=C)O[Cu]	0
CC(CN[Cu])NC(=O)CCCCCNC(=O)[Au]	0
